area,id,locacao,price,venda
211,30162,,320000,
60,30161,,235000,
70,30160,,235000,
60,30159,,203000,
60,30158,,192000,
120,30157,,2800,
138,30155,,450000,
689,30154,,7000,
537,30152,,2700000,
88,30151,,560000,
65,30150,,2600,
75.43999999999999772626324556767940521240234375,30149,1300,,290000
119,30148,,500000,
119,30147,,560000,
600,30146,,480000,
230,30144,,944000,
68,30143,,235000,
153,30141,,650000,
208,30140,,318000,
441.54000000000002046363078989088535308837890625,30139,,6000,
94,30137,,2500,
177,30136,,790000,
163,30135,,280000,
168,30134,,1300000,
570,30133,,1550000,
207,30132,,490000,
68,30131,,300000,
469,30130,,640000,
48,30128,550,,110000
160,30127,,1100000,
50,30126,,200000,
240,30124,2200,,550000
120,30123,,230000,
280,30122,,1470000,
519,30121,,520000,
42,30120,,95000,
39,30117,,160000,
470,30116,,310000,
109,30115,,1600,
67,30113,,420000,
100,30112,,245000,
80,30111,,1300,
84,30110,,2000,
100,30108,,133000,
70,30107,1500,,390000
80,30106,,1100,
167,30105,,750000,
435,30104,,250000,
350,30103,,205000,
496,30102,,290000,
86,30101,,400000,
72,30100,,160000,
184,30099,,380000,
45,30097,,650,
126,30096,,300000,
65,30095,1300,,342000
104,30094,,530000,
143,30093,,580000,
81,30092,,427000,
235,30091,,4500,
100,30090,,299000,
164,30089,,550000,
70,30088,,160000,
430,30087,,775000,
234,30086,,600000,
1533,30085,,780000,
83,30083,,450000,
75,30082,,340000,
253,30080,,3000,
114,30079,,1400,
260,30078,,2000000,
95,30077,,620000,
58,30076,,1500,
46,30075,1200,,250000
500,30074,,120000,
19,30073,,680,
105,30072,,550000,
551,30071,,399000,
76,30070,,400000,
20000,30069,,12000000,
350,30068,3500,,800000
129,30067,,690000,
42,30066,,145000,
513,30065,,2240000,
750,30064,6900,,1200000
750,30063,,1200000,
400,30062,,850000,
140,30060,,255000,
107,30059,,1700,
107,30058,,1700,
175,30057,,765000,
170,30056,,690000,
240,30055,,1200000,
170,30054,,890000,
76,30053,1800,,385000
660,30052,,363000,
347,30051,,212000,
110,30050,,470000,
270,30049,,550000,
147,30048,,170000,
389,30047,,165000,
334,30044,,1450000,
44,30043,,185000,
360,30041,,215000,
360,30040,,215000,
360,30039,,215000,
103,30038,,470000,
131,30037,,595000,
225,30036,,250000,
83,30035,1200,,390000
46,30033,,175000,
380,30032,,1700000,
280,30030,,900000,
89,30029,,330000,
163,30028,,180000,
248,30027,,20000,
153,30026,,656000,
231,30025,,6400,
510,30024,,3000,
70,30023,,1000,
528,30022,,280000,
54,30020,,800,
377,30019,,1000000,
1950,30018,14000,,1850000
59,30017,,800,
900,30015,,15000,
94,30014,,1400,
80,30013,1300,,290000
45,30012,,1100,
160,30011,,400000,
1200,30010,8800,,1100000
109,30009,,275000,
422,30008,,1300000,
110,30007,,180000,
43,30006,850,,215000
54,30004,,170000,
54,30003,,170000,
54,30002,,170000,
54,30001,,170000,
44,30000,,950,
88,29999,,390000,
72,29998,,1100,
53,29997,,1100,
75,29996,,362000,
474,29995,,2000000,
212,29994,,680000,
92,29993,,210000,
125,29989,,540000,
90,29987,,595000,
70,29986,,900,
71,29985,,320000,
104,29984,,300000,
377,29982,,3300,
137,29981,,690000,
57,29980,,160000,
310,29979,,320000,
80,29978,,330000,
233,29977,,730000,
354,29976,,200000,
707,29973,,650000,
500,29972,,360000,
71,29971,,320000,
28,29970,,125000,
128,29968,,511000,
128,29967,,511000,
180,29966,,550000,
81,29965,,373000,
46,29964,,185000,
3630000,29963,,9800000,
700,29962,,2800000,
78,29961,,200000,
300,29960,,1200000,
300,29959,,1200000,
327,29958,,1800000,
135,29957,,585000,
17,29956,680,,145000
138,29955,,1300,
68,29954,,1200,
576,29952,,374400,
588.6799999999999499777914024889469146728515625,29951,,382642,
576,29950,,374400,
576,29949,,374400,
700,29948,,550000,
47,29946,,230000,
94,29945,,160000,
100,29944,,430000,
380,29943,,850000,
82,29942,,180000,
115,29941,,700000,
150,29939,,680000,
30,29938,900,,160000
173,29937,2000,,680000
370,29936,,750000,
325,29934,,1300000,
800,29932,,8000,
46,29930,,190000,
174,29928,,400000,
115,29927,,160000,
600,29926,,1200000,
130,29925,1200,,215000
247,29924,,440000,
750,29923,,5800,
145,29922,,2500,
220,29921,,800000,
12500,29920,,2000,
12500,29919,,2000,
214,29918,,680000,
56,29916,,250000,
482,29915,,1200000,
56,29913,,250000,
30,29912,,160000,
345,29910,,690000,
42,29909,,175000,
110,29908,,670000,
356,29907,,2100000,
46,29906,,950,
143,29905,,450000,
47,29904,1300,,250000
57,29903,,360000,
176,29901,,450000,
90,29900,,1400,
200,29897,,550000,
167,29896,,730000,
606,29895,,1500000,
477,29894,,250000,
111,29893,,560000,
354,29892,,1250000,
80,29891,,182000,
137,29889,,790000,
210,29888,,370000,
550,29887,,1420000,
215,29886,,490000,
540,29884,,310000,
132,29882,2400,,750000
132,29881,2800,,750000
47,29880,,148000,
132,29879,,2800,
680,29877,,1200000,
30,29876,,1500,
20,29875,,1000,
300,29874,,160000,
20,29873,,1000,
82,29872,,220000,
37,29870,,138000,
79,29868,,850,
39,29867,,800,
41,29866,,1100,
95,29865,950,,385000
81,29864,,1100,
350,29863,,7800,
135,29862,,450000,
850,29861,,3800000,
150,29860,,645000,
96,29858,,1300,
96,29857,,1200,
204,29856,2500,,850000
186,29854,,390000,
323,29853,,950000,
75,29852,,2150,
300,29851,,1650000,
300,29848,,3500,
594,29847,,10000,
70,29846,,240000,
71,29844,1300,,350000
300,29843,,1650000,
75,29841,,336000,
111,29840,,617000,
173,29839,,640000,
180,29838,,550000,
277,29837,,3000,
312,29836,,1350000,
44,29834,900,,200000
135,29833,,700000,
44,29832,,200000,
45,29830,,1000,
15,29828,,15000,
15,29827,,30000,
900,29826,,600000,
288,29825,,1490000,
175,29824,,400000,
378,29823,,450000,
110,29822,,240000,
196,29821,,300000,
48,29820,,185000,
55,29819,,700,
215,29817,,550000,
131,29814,,700000,
48,29813,,160000,
16,29812,,800,
50,29811,,250000,
370,29810,,650000,
370,29809,7500,,1400000
140,29808,,580000,
80,29807,,190000,
277,29806,,1500000,
250,29805,,145000,
487,29804,,275000,
16,29803,,800,
487,29802,,275000,
16,29801,,800,
63,29799,,800,
174,29798,4000,,1150000
123,29797,,798000,
150,29796,,4000,
150,29795,,4000,
65,29794,,1400,
108,29793,,210000,
68,29791,,1600,
50,29790,,106500,
242,29789,,1000000,
112,29788,,636000,
63,29787,,170000,
303,29786,,1500000,
4801,29785,,10000000,
157,29784,,1500,
58,29781,,1750,
61,29779,,200000,
161,29778,,720000,
128,29777,,305000,
120,29776,,2500,
364,29775,,240000,
387,29774,,245000,
40,29773,,800,
54,29772,,1100,
54,29771,,330000,
54,29770,,330000,
330,29769,,750000,
52,29768,,175000,
40,29767,,170000,
190,29766,,750000,
47,29765,,225000,
213,29764,3200,,610000
54,29763,1300,,330000
95,29762,,400000,
970,29761,,1360000,
308,29760,,400000,
875,29759,,500000,
160,29758,,450000,
173,29757,,530000,
136,29755,,230000,
600,29754,,3600000,
123,29753,,750000,
252,29752,,950000,
87,29751,,509000,
66,29750,,200000,
45,29749,,220000,
40,29748,,150000,
47,29747,,172000,
60,29746,,4700,
93,29745,,520000,
270,29744,,1500000,
170,29743,,700000,
226,29742,,420000,
508,29741,,320000,
540,29740,,265000,
445,29739,,286000,
87,29738,,340000,
95,29737,,350000,
95,29736,,350000,
98,29735,,340000,
380,29733,,450000,
230,29730,,750000,
57,29729,1300,,320000
174,29728,,850000,
143,29727,,4000,
238,29726,,700000,
285,29725,5000,,1000000
67,29723,,420000,
154,29721,,270000,
238,29720,5000,,1600000
67,29717,,1000,
65,29716,,280000,
48,29715,,1100,
250,29714,,1350,
146,29713,,3500,
120,29712,,650000,
171,29711,,320000,
189,29710,,3000,
221,29709,,3000,
48,29708,,190000,
125,29707,,900,
270,29706,,1400000,
2904000,29705,,9000000,
2904000,29705,,9000000,
81,29704,,300000,
81,29703,,300000,
500,29701,7400,,1600000
64,29700,,2500,
56,29698,,1800,
56,29696,,1800,
78,29693,,450000,
304,29692,,230000,
55,29691,,170000,
25,29690,,65000,
768,29689,,600000,
48,29688,850,,170000
89,29686,,140000,
146,29685,,550000,
186,29684,,435000,
148,29683,,750000,
77,29682,,490000,
350,29681,,1600000,
27,29680,,45000,
30,29678,,400,
30,29677,,400,
30,29676,,400,
30,29675,,400,
38,29674,,490,
175,29671,,600000,
120,29670,,320000,
250,29667,,490000,
330,29665,,700000,
479,29660,,320000,
264,29659,,980000,
822,29658,,1250000,
120,29657,,2000,
46,29656,,300000,
390,29655,,,
160,29654,,109190,
115,29653,,550000,
170,29652,,320000,
156,29651,,480000,
49,29650,750,,171000
82,29647,1600,,280000
159,29645,,350000,
131,29644,,690000,
73.6700000000000017053025658242404460906982421875,29643,,455000,
42,29642,,125000,
156,29641,,360000,
127,29640,,320000,
226,29639,,450000,
230,29637,,4500,
120,29634,,750000,
103,29633,,300000,
104,29632,,300000,
104,29631,,300000,
360,29630,,340000,
163,29627,,300000,
510,29626,,250000,
43,29625,,160000,
164,29624,,300000,
720,29623,,2400000,
120,29621,,530000,
830,29620,,530000,
106,29619,,250000,
320,29616,,1300000,
175,29615,,550000,
47,29613,,1400,
172,29612,,575000,
47,29610,,185000,
127,29609,,350000,
186,29608,,950000,
84,29607,,330000,
70,29605,,250000,
241,29604,,400000,
180,29601,,250000,
38,29597,1100,,225000
52,29596,,240000,
55,29595,,1300,
199,29594,,400000,
320,29593,,160000,
280,29591,,1050000,
616,29589,,,
94,29588,,220000,
84,29586,,450000,
119,29585,1600,,430000
132,29583,,330000,
364,29582,,210000,
67,29581,,250000,
92,29578,,1200,
92,29577,,1200,
92,29576,,1200,
92,29575,,1200,
92,29574,,1200,
92,29573,1200,,220000
92,29572,,1200,
92,29571,,1000,
143,29570,,550000,
95,29569,,350000,
454,29568,,,
847,29567,,,
243,29566,,640000,
360,29565,,176664,
336,29564,,171360,
336,29563,,171360,
367,29562,,179466,
368,29558,,4000,
106,29557,,300000,
402,29556,,240000,
27000,29555,,35000,
359,29554,,1300000,
25000,29553,,50000,
334,29552,,2000,
230,29551,,1200000,
266,29549,8500,,2000000
102,29548,,800,
145,29547,,3000,
190,29546,,320000,
96,29544,,320000,
45,29543,,170000,
100,29542,1500,,270000
275,29541,,540000,
114,29539,,600000,
57,29538,,375000,
63,29536,,230000,
225,29535,,6000,
391,29534,,7500,
52,29533,,1500,
132,29530,,3500,
95,29528,,215000,
62,29527,,300000,
70,29526,,370000,
181,29525,,240000,
93,29524,,230000,
238,29523,,1200000,
120,29522,,580000,
345,29521,,2100000,
180,29520,,375000,
258,29517,,265000,
310,29516,,550000,
151,29515,,190000,
264,29514,,330000,
77.7000000000000028421709430404007434844970703125,29513,,260000,
667,29512,,12000,
445,29511,,1200000,
750000,29510,,3500000,
750000,29510,,3500000,
98,29508,,287000,
98,29507,,420000,
98,29506,,430000,
98,29505,,440000,
98,29504,,450000,
98,29503,,450000,
1100,29501,29000,,7000000
65,29500,,140000,
69,29499,,140000,
98,29498,,480000,
98,29497,,470000,
500,29496,,2500000,
164,29495,,480000,
326,29493,,450000,
100,29491,,530000,
265,29490,,922000,
72,29489,,370000,
120,29488,,900,
174,29485,,3000,
532,29483,9200,,2200000
81,29482,,360000,
152,29481,,350000,
158,29479,,480000,
114,29478,,342000,
148,29477,,352000,
180,29476,,760000,
298,29475,,1300000,
60,29473,,85000,
83,29472,,270000,
260,29471,3500,,1300000
250,29470,,140000,
98,29469,,390000,
247,29468,,1650000,
137,29464,,280000,
348,29463,,2400000,
81,29462,,410000,
72,29461,,280000,
55,29459,,800,
153,29458,,200000,
808,29456,,980000,
180,29455,,790000,
74,29454,,245000,
69,29453,,280000,
44,29452,,175000,
67,29451,,1300,
350,29450,,800000,
55,29449,950,,220000
52,29445,,160000,
98,29444,,480000,
150,29443,,2500,
205,29442,,870000,
81,29441,,360000,
75,29440,,2500,
100,29437,,3000,
127,29436,,670000,
47,29435,,160000,
195,29434,,380000,
220,29431,,1350000,
165,29430,1500,,280000
250,29429,,2500,
150,29428,,720000,
900,29427,16000,,2400000
31,29426,,140000,
1544,29425,,640000,
50,29424,,130000,
181,29423,,540000,
158,29422,,450000,
108,29420,,4000,
49,29417,,180000,
224,29416,,270000,
46,29415,,600,
624,29414,,1200000,
164,29413,,450000,
49,29412,,850,
98,29410,,220000,
200,29409,,1050000,
384,29408,,1100000,
23,29407,,130000,
500,29405,,890000,
500,29405,,890000,
300,29404,,8500,
148,29402,,3300,
54,29401,,180000,
125,29400,2500,,750000
250,29399,,800000,
42,29397,,1500,
202,29396,,250000,
88,29395,,235000,
198,29394,,490000,
209,29393,,620000,
90,29392,1700,,495000
46,29391,,140000,
132,29390,,420000,
85,29389,,240000,
38,29387,,135000,
315,29385,,160000,
200,29384,,500000,
170,29383,,300000,
48,29382,,90000,
142,29381,,450000,
305,29378,,980000,
62,29377,,220000,
86,29376,,270000,
115,29375,,280000,
205,29374,,950000,
205,29373,,950000,
170,29371,,750000,
130,29370,,270000,
127,29368,,625000,
800,29367,,3458500,
390,29366,,990000,
94,29364,,200000,
460,29362,,4000000,
110,29360,,425000,
135,29358,,250000,
66,29356,,200000,
142,29355,,250000,
15,29353,,1000,
95,29352,,375000,
1100,29351,,12000,
1200,29350,,15000,
500,29348,,15000,
40,29347,,124000,
308,29344,,390000,
400,29343,,950000,
482,29342,,300000,
482,29341,,300000,
71,29340,,300000,
77,29339,,480000,
112,29338,,240000,
56,29336,,1800,
56,29334,,1800,
56,29333,,1800,
75,29332,,280000,
35,29331,,150000,
320,29327,,3500,
110,29324,,470000,
53,29323,,220000,
109,29322,,1200,
118,29321,,520000,
555,29320,,1400000,
227,29319,,400000,
96,29318,,370000,
38,29316,,145000,
75,29315,,320000,
400,29314,,980000,
437,29313,,360000,
143,29312,3300,,850000
188,29311,,850000,
167,29310,,950000,
190,29308,,320000,
48,29307,,180000,
150,29306,,650000,
250,29305,,125000,
170,29301,,750000,
72,29299,,300000,
6122600,29298,,60000000,
505,29297,,240000,
53,29296,,220000,
46,29295,,165000,
55,29292,800,,220000
40,29290,,140000,
160,29288,,350000,
5000,29287,,650000,
221,29286,,270000,
20100000,29285,,7000000,
200,29284,,650000,
305,29282,7000,,1300000
123,29280,,595000,
46,29278,,150000,
270,29277,,750000,
100,29276,700,,250000
66,29274,1200,,235000
130680,29272,,1730000,
73.6700000000000017053025658242404460906982421875,29271,,592000,
2965,29269,,2000000,
87,29267,,210000,
85,29266,,145000,
80,29265,,135000,
196,29262,,1000000,
350,29261,18000,,3500000
300,29260,,400000,
206,29259,,350000,
65,29257,,225000,
107,29253,,639516.23999999999068677425384521484375,
143,29252,,550000,
295,29251,,325000,
232,29250,,620000,
295,29249,,325000,
1372,29248,,665662,
45,29247,,90000,
774,29246,,375656,
237,29245,1800,,480000
227,29244,,750000,
313,29243,,6500,
204,29242,,3850,
269,29240,,4000,
150,29239,,330000,
151,29238,,650000,
276,29237,4500,,800000
46,29235,,138000,
144,29231,,950000,
213,29230,,350000,
345,29228,,2300000,
96,29227,,1200,
62,29226,,240000,
270,29224,,680000,
180,29223,,600000,
90,29222,,1000,
238,29221,,990000,
278,29220,,1850000,
268,29219,,1150000,
84,29218,,1900,
84,29217,,1900,
84,29216,,1900,
84,29215,,1900,
84,29214,,1900,
84,29213,,1900,
84,29212,,1900,
84,29211,,1900,
84,29210,,1900,
77,29209,,450000,
84,29208,,1900,
71,29207,,420000,
290,29206,,900000,
261,29205,,650000,
165,29204,,320000,
145200,29202,,990000,
142,29201,,750000,
75,29199,,230000,
800,29198,,3900000,
132,29197,,370000,
68,29194,,270000,
160,29193,,1050000,
192,29192,,400000,
54,29191,,220000,
72,29190,,235000,
335,29188,4000,,1000000
188,29187,,990000,
364,29186,,215000,
28,29184,,170000,
336,29183,,530000,
280,29182,,620000,
170,29181,,620000,
218,29179,,450000,
30,29175,,150000,
125,29173,,520000,
110,29172,,410000,
113,29170,,1500,
45,29167,,230000,
48,29165,,180000,
240,29164,,1200000,
308,29163,,950000,
56,29162,,302245,
135,29159,,250000,
384,29155,,4000,
68,29154,,389900,
1020,29153,,420000,
4542,29152,,11355200,
293,29151,,400000,
798,29150,,1596680,
785,29149,,1571220,
1007,29148,,2015200,
1090,29147,,2181180,
4254,29146,,10636700,
174,29145,2400,,530000
1519,29144,,3797550,
1313,29143,,2626780,
230,29142,,340000,
47,29140,,1100,
111,29139,,320000,
59,29138,,225000,
510,29137,,200000,
83,29136,,210000,
110,29135,,470000,
103,29134,,460000,
148,29133,,640000,
70,29131,,330000,
600,29129,,600000,
600,29128,,600000,
600,29127,,600000,
360,29126,,320000,
400,29125,,1600000,
600,29124,,600000,
600,29123,,600000,
364,29122,,320000,
360,29121,,320000,
733,29119,,500000,
357,29118,,480000,
138,29116,,200000,
69,29115,1000,,240000
400,29114,,1200000,
1500,29113,,740000,
36,29112,,1100,
54,29111,,1000,
101,29110,,320000,
148,29109,,1000,
145,29108,,595000,
309,29107,,4200,
177,29103,,2750,
600,29102,,1900000,
151,29100,,535000,
415,29098,,250000,
325,29093,,900000,
233,29090,,300000,
747,29088,,5000,
260,29086,,1100000,
388,29085,,3200000,
87,29084,,1800,
310,29081,,1000000,
42,29080,,170000,
49,29078,,170000,
61,29077,,287000,
712,29075,,320000,
363,29074,,140000,
1500,29073,,2500000,
1200,29072,,,
144,29071,,290000,
212,29068,,450000,
128,29066,1100,,350000
225,29065,,495000,
320,29064,,176000,
180,29063,,380000,
150,29062,,260000,
40,29061,,150000,
520,29060,,2300000,
1170,29059,,10000,
139,29057,,105000,
35,29053,650,,130000
49,29051,,800,
127,29046,1800,,780000
114,29045,,450000,
36,29044,,900,
62,29043,,235000,
541,29042,,1700000,
600,29040,,400000,
185,29038,,780000,
142,29037,,290000,
131,29036,,650000,
49,29035,1100,,230000
500,29034,,1100000,
68,29033,,300000,
560,29032,,990000,
1400,29030,,560000,
95,29029,,350000,
212,29026,,2500,
62,29024,,300000,
338,29023,,630000,
252,29022,,650000,
77,29021,,365000,
77,29020,,370000,
77,29019,,390000,
60,29018,,1900,
376,29016,5000,,1050000
61,29015,,1100,
1050,29014,18000,,6500000
66,29012,,1200,
315,29010,,960000,
42,29009,700,,145000
170,29007,,730000,
186,29003,,310000,
99,29002,,490000,
640,29001,,950000,
75,28999,1300,,295000
80,28998,,350000,
80,28997,,350000,
